,distance,time,radial_velocity,obs_signal,x,y,z,time_step
2034,39.0,2023-05-05 00:44:32.190000,-3.2487,0.0301,30.7822,-22.9694,6.7723,2
2134,489.0,2023-05-05 00:44:35.210004,-1.2231,0.922,362.0088,-317.585,84.914,2
2234,18.0,2023-05-05 00:44:41.240004,-0.1911,0.0636,11.3184,-13.6427,3.1257,2
2334,57.0,2023-05-05 00:44:44.260008,-7.8734,0.1706,32.3094,-45.9035,9.8979,2
2434,90.0,2023-05-05 00:44:47.280012,0.3822,0.6676,45.131,-76.282,15.6283,2
2534,120.0,2023-05-05 00:44:50.290008,0.6115,0.602,51.9721,-106.1352,20.8378,2
2634,477.0,2023-05-05 00:44:53.310012,-0.2293,0.977,172.6228,-436.8862,82.8302,2
2734,537.0,2023-05-05 00:44:56.330016,0.5733,0.1283,154.8831,-505.6529,93.2491,2
2834,567.0,2023-05-05 00:44:59.349984,0.9173,0.0226,120.8568,-545.15,98.4585,2
2934,12.0,2023-05-05 00:45:05.379984,-0.5351,0.2207,0.707,-11.7965,2.0838,2
3034,84.0,2023-05-05 00:45:08.489988,0.9555,0.4885,-1.7902,-82.7045,14.5864,2
3134,174.0,2023-05-05 00:45:11.509992,1.8346,0.6264,-17.1976,-170.4914,30.2148,2
3234,201.0,2023-05-05 00:45:14.529996,1.911,0.7272,-35.3253,-194.7688,34.9033,2
3334,519.0,2023-05-05 00:45:17.550000,2.2932,0.6541,-130.7347,-494.1125,90.1234,2
3434,30.0,2023-05-05 00:45:23.590008,-1.1848,0.1022,-11.9649,-27.013,5.2094,2
3534,12.0,2023-05-05 00:45:29.620008,0.3822,0.1296,-6.426,-9.9179,2.0838,2
3634,606.0,2023-05-05 00:45:32.640012,2.7137,0.6577,-363.0569,-473.6583,105.2308,2
3734,732.0,2023-05-05 00:45:35.660016,3.1723,0.19,-482.3624,-535.7177,127.1105,2
3834,705.0,2023-05-05 00:45:38.670012,3.287,0.8917,-503.87,-477.6536,122.422,2
3934,639.0,2023-05-05 00:45:41.699988,3.2487,0.6368,-489.8113,-395.0867,110.9612,2
4034,621.0,2023-05-05 00:45:44.719992,2.7519,0.8577,-504.6713,-345.4263,107.8355,2
4134,291.0,2023-05-05 00:45:47.739996,3.1723,0.6201,-248.5341,-142.6827,50.5316,2
4234,303.0,2023-05-05 00:45:50.760000,3.0959,0.6899,-269.7085,-127.6634,52.6154,2
4334,249.0,2023-05-05 00:45:53.769996,2.6754,0.492,-229.2353,-87.0783,43.2384,2
4434,141.0,2023-05-05 00:45:56.790000,2.6372,0.6893,-133.3037,-38.8797,24.4844,2
4534,48.0,2023-05-05 00:45:59.810004,-5.0833,0.3767,-46.2836,-9.6101,8.3351,2
4634,747.0,2023-05-05 00:45:59.810004,2.3314,0.0536,-720.2884,-149.5579,129.7152,2
4734,660.0,2023-05-05 00:46:02.830008,2.6372,0.2836,-644.8479,-81.4632,114.6078,2
4834,255.0,2023-05-05 00:46:05.850012,1.8728,0.8656,-250.8513,-11.7421,44.2803,2
4934,222.0,2023-05-05 00:46:08.860008,2.2932,0.5608,-218.5134,7.0579,38.5499,2
5034,153.0,2023-05-05 00:46:11.880012,1.8346,0.8631,-149.7424,16.7434,26.5682,2
5134,198.0,2023-05-05 00:46:14.900016,1.7199,0.7881,-191.4676,36.9055,34.3823,2
5234,675.0,2023-05-05 00:46:17.910012,2.3697,0.3614,-640.7235,177.0864,117.2125,2
5334,654.0,2023-05-05 00:46:20.930016,2.2168,0.3397,-605.3377,219.966,113.5659,2
5434,699.0,2023-05-05 00:46:23.949984,1.4142,0.1157,-626.3997,285.4668,121.3801,2
5534,615.0,2023-05-05 00:46:26.969988,1.7964,0.4301,-529.6168,293.8131,106.7936,2
5634,612.0,2023-05-05 00:46:29.979984,1.9875,0.1248,-502.2945,333.0922,106.2727,2
5734,573.0,2023-05-05 00:46:32.999988,1.7199,0.951,-444.1241,348.1127,99.5004,2
5834,564.0,2023-05-05 00:46:36.019992,0.9173,0.4697,-408.7203,376.101,97.9376,2
5934,291.0,2023-05-05 00:46:39.039996,0.4586,0.7595,-194.8971,210.1016,50.5316,2
6034,291.0,2023-05-05 00:46:42.070008,0.2675,0.8248,-177.6549,224.8695,50.5316,2
6134,597.0,2023-05-05 00:46:45.080004,0.4969,0.1442,-326.8924,488.675,103.668,2
6234,75.0,2023-05-05 00:46:51.120012,-8.9054,0.0192,-30.8873,67.0922,13.0236,2
6334,576.0,2023-05-05 00:46:54.140016,-1.6435,0.0215,-195.6843,532.4278,100.0214,2
6434,498.0,2023-05-05 00:47:00.179988,-1.567,0.8167,-94.4194,481.2595,86.4768,2
6534,57.0,2023-05-05 00:47:06.209988,-8.1792,0.3557,-2.0178,56.0978,9.8979,2
6634,528.0,2023-05-05 00:47:09.380004,-2.0639,0.1375,24.4943,519.4013,91.6862,2
6734,81.0,2023-05-05 00:47:15.420012,-1.4524,0.3904,16.2444,78.0979,14.0655,2
6834,54.0,2023-05-05 00:47:21.450012,-7.3765,0.3429,18.9018,49.7071,9.377,2
6934,24.0,2023-05-05 00:47:27.489984,-0.5733,0.0709,11.7748,20.4936,4.1676,2
7034,42.0,2023-05-05 00:47:33.519984,-3.0576,0.2077,25.9906,32.176,7.2932,2
7134,12.0,2023-05-05 00:47:39.570000,-0.0382,0.0353,8.785,7.9045,2.0838,2
7234,174.0,2023-05-05 00:47:42.600012,-1.1848,0.7238,136.0373,104.1966,30.2148,2
7334,555.0,2023-05-05 00:47:45.610008,-3.6692,0.7744,458.8059,297.0421,96.3747,2
7434,51.0,2023-05-05 00:47:51.650016,-6.2682,0.4847,45.9292,20.3243,8.8561,2
7534,18.0,2023-05-05 00:47:57.680016,0.4969,0.0764,17.1392,4.5252,3.1257,2
7634,57.0,2023-05-05 00:48:03.719988,-8.1027,0.1934,55.8526,5.6142,9.8979,2
7734,15.0,2023-05-05 00:48:09.749988,-0.1911,0.1149,14.7475,-0.8529,2.6047,2
7834,537.0,2023-05-05 00:48:12.769992,-2.6754,0.1262,523.886,-72.2293,93.2491,2
7934,561.0,2023-05-05 00:48:18.810000,-2.8665,0.0894,528.5896,-160.6986,97.4166,2
8034,567.0,2023-05-05 00:48:24.840000,-2.1786,0.3539,502.0021,-244.5175,98.4585,2
8134,561.0,2023-05-05 00:48:30.880008,-1.5288,0.4435,452.3968,-317.1248,97.4166,2
8234,522.0,2023-05-05 00:48:36.910008,-0.8408,0.9068,369.2294,-357.6832,90.6443,2
8334,45.0,2023-05-05 00:48:42.950016,-4.166,0.2592,26.5837,-35.4577,7.8142,2
8434,54.0,2023-05-05 00:48:48.980016,-7.4148,0.1452,24.8023,-47.0417,9.377,2
8534,69.0,2023-05-05 00:48:55.019988,-9.1347,0.0234,21.8199,-64.3532,11.9817,2
8634,12.0,2023-05-05 00:49:01.049988,-0.0764,0.1739,1.9871,-11.6494,2.0838,2
8734,705.0,2023-05-05 00:49:04.069992,1.2613,0.0498,62.3218,-691.4867,122.422,2
8834,738.0,2023-05-05 00:49:07.089996,1.9875,0.0191,7.8645,-726.7456,128.1524,2
8934,51.0,2023-05-05 00:49:13.209996,-6.0388,0.4013,-7.4844,-49.6644,8.8561,2
9034,18.0,2023-05-05 00:49:19.239996,-0.6497,0.1138,-5.3659,-16.8949,3.1257,2
9134,42.0,2023-05-05 00:49:25.269996,-3.287,0.1903,-18.5718,-36.958,7.2932,2
9234,264.0,2023-05-05 00:49:28.290000,2.3314,0.9532,-134.7203,-222.362,45.8431,2
9334,225.0,2023-05-05 00:49:31.310004,2.2932,0.7118,-129.4277,-179.8526,39.0708,2
9434,51.0,2023-05-05 00:49:34.330008,-5.8477,0.3416,-32.4651,-38.3222,8.8561,2
9534,786.0,2023-05-05 00:49:34.330008,1.2613,0.0516,-500.3442,-590.6123,136.4875,2
9634,777.0,2023-05-05 00:49:37.340004,0.9937,0.0449,-539.2778,-542.8663,134.9246,2
9734,39.0,2023-05-05 00:49:43.380012,-2.9048,0.0231,-31.0131,-22.6566,6.7723,2
9834,69.0,2023-05-05 00:49:46.400016,7.3001,0.0217,-57.8639,-35.626,11.9817,2
9934,621.0,2023-05-05 00:49:49.410012,2.9812,0.1796,-544.4722,-278.5006,107.8355,2
10034,591.0,2023-05-05 00:49:55.449984,2.8665,0.4037,-553.4724,-180.0477,102.6261,2
10134,477.0,2023-05-05 00:50:01.479984,1.8728,0.6428,-464.0083,-73.2427,82.8302,2
10234,123.0,2023-05-05 00:50:04.499988,2.8665,0.925,-120.7678,-9.3774,21.3587,2
10334,762.0,2023-05-05 00:50:04.499988,3.2105,0.2094,-748.1714,-58.0941,132.3199,2
10434,519.0,2023-05-05 00:50:07.519992,2.2932,0.8649,-511.1146,0.8029,90.1234,2
10534,51.0,2023-05-05 00:50:10.529988,-5.1598,0.5116,-50.0613,4.0542,8.8561,2
10634,645.0,2023-05-05 00:50:10.529988,2.7137,0.1519,-633.1282,51.2739,112.0031,2
10734,567.0,2023-05-05 00:50:13.549992,1.8728,0.0421,-551.2808,88.7944,98.4585,2
10834,108.0,2023-05-05 00:50:19.590000,0.4969,0.5939,-101.0325,33.2373,18.754,2
10934,165.0,2023-05-05 00:50:22.599996,1.2995,0.9003,-149.8734,62.7856,28.6519,2
11034,603.0,2023-05-05 00:50:25.620000,1.3377,0.7718,-527.8382,272.0877,104.7099,2
11134,579.0,2023-05-05 00:50:28.640004,0.6115,0.5964,-484.6119,300.4721,100.5423,2
11234,297.0,2023-05-05 00:50:31.660008,0.1147,0.6497,-235.6336,173.2801,51.5735,2
11334,273.0,2023-05-05 00:50:34.670004,-0.3822,0.7777,-203.3666,175.8513,47.406,2
11434,156.0,2023-05-05 00:50:37.690008,0.4204,0.7632,-107.91,109.3509,27.0891,2
11534,123.0,2023-05-05 00:50:40.710012,0.3822,0.6221,-78.0074,92.6696,21.3587,2
11634,108.0,2023-05-05 00:50:43.720008,0.0,0.6074,-61.8538,86.524,18.754,2
11734,111.0,2023-05-05 00:50:46.740012,-0.7262,0.7221,-56.3498,93.6706,19.2749,2
11834,561.0,2023-05-05 00:50:49.760016,-0.5733,0.2923,-246.4278,494.4738,97.4166,2
11934,606.0,2023-05-05 00:50:52.779984,-1.3759,0.2115,-223.273,553.4543,105.2308,2
12034,633.0,2023-05-05 00:50:55.790016,-1.2231,0.3294,-186.9361,594.6946,109.9193,2
12134,642.0,2023-05-05 00:50:58.809984,-1.3759,0.3427,-141.0416,616.3141,111.4821,2
12234,429.0,2023-05-05 00:51:01.829988,-1.6817,0.2137,-61.6446,417.961,74.4951,2
12334,135.0,2023-05-05 00:51:04.849992,-0.1911,0.5986,-8.9268,132.649,23.4425,2
22,87.0,2023-05-05 00:58:08.370012,-0.1147,0.583,0.0,85.6783,15.1074,3
122,144.0,2023-05-05 00:58:11.390016,-0.3058,0.8868,10.7069,141.4075,25.0053,3
222,558.0,2023-05-05 00:58:14.409984,-3.3634,0.1716,84.8274,542.936,96.8957,3
322,48.0,2023-05-05 00:58:20.470008,-4.4718,0.3796,14.5682,44.9699,8.3351,3
422,501.0,2023-05-05 00:58:23.499984,-3.4016,0.0683,188.8117,455.8317,86.9977,3
522,477.0,2023-05-05 00:58:29.560008,-3.3634,0.2322,246.1441,400.1015,82.8302,3
622,15.0,2023-05-05 00:58:38.629992,-0.344,0.026,10.4819,10.4089,2.6047,3
722,60.0,2023-05-05 00:58:44.670000,-8.4085,0.0899,47.9607,34.514,10.4189,3
822,54.0,2023-05-05 00:58:50.700000,-6.8032,0.4776,47.5217,23.8697,9.377,3
922,18.0,2023-05-05 00:58:56.730000,0.0382,0.0805,16.894,5.3688,3.1257,3
1022,78.0,2023-05-05 00:58:59.750004,-1.9875,0.8723,74.816,17.4102,13.5446,3
1122,9.0,2023-05-05 00:59:08.800008,-0.1911,0.1277,8.8629,-0.0758,1.5628,3
1222,45.0,2023-05-05 00:59:14.830008,-3.8603,0.5263,43.7035,-7.3448,7.8142,3
1322,54.0,2023-05-05 00:59:21.009984,-7.109,0.5746,50.3365,-17.1555,9.377,3
1422,54.0,2023-05-05 00:59:27.049992,-6.5739,0.5184,47.007,-24.8679,9.377,3
1522,78.0,2023-05-05 00:59:33.079992,-2.0639,0.1149,61.4036,-46.1534,13.5446,3
1622,495.0,2023-05-05 00:59:39.109992,-2.4079,0.387,338.6931,-350.6045,85.9558,3
1722,333.0,2023-05-05 00:59:45.150000,0.2675,0.9226,187.8647,-268.7976,57.8248,3
1822,60.0,2023-05-05 00:59:51.180000,-8.7525,0.0507,25.8099,-53.1535,10.4189,3
1922,528.0,2023-05-05 00:59:57.220008,-0.4586,0.1117,150.6378,-497.6805,91.6862,3
2022,18.0,2023-05-05 01:00:10.280016,-0.2293,0.0689,-0.8536,-17.706,3.1257,3
2122,18.0,2023-05-05 01:00:16.310016,-0.3822,0.1542,-3.6341,-17.35,3.1257,3
2222,18.0,2023-05-05 01:00:22.340016,0.0382,0.1139,-6.3179,-16.5624,3.1257,3
2322,528.0,2023-05-05 01:00:25.359984,4.5482,0.0227,-223.119,-469.676,91.6862,3
2422,549.0,2023-05-05 01:00:31.399992,3.2105,0.0244,-305.9995,-445.7319,95.3328,3
2522,546.0,2023-05-05 01:00:37.440000,3.2487,0.2263,-370.472,-389.7143,94.8119,3
2622,33.0,2023-05-05 01:00:43.480008,-1.5288,0.0788,-25.8174,-19.7389,5.7304,3
2722,12.0,2023-05-05 01:00:46.490004,-0.0764,0.1228,-9.9257,-6.4139,2.0838,3
2822,12.0,2023-05-05 01:00:52.530012,-0.2293,0.1175,-10.8127,-4.769,2.0838,3
2922,618.0,2023-05-05 01:00:55.550016,3.2487,0.0396,-574.5131,-200.854,107.3146,3
3022,534.0,2023-05-05 01:01:01.580016,3.6692,0.3936,-517.5272,-93.3976,92.7281,3
3122,495.0,2023-05-05 01:01:07.619988,3.1341,0.6554,-487.3799,-9.8688,85.9558,3
3222,36.0,2023-05-05 01:01:13.649988,-2.4843,0.1216,-35.1158,4.879,6.2513,3
3322,12.0,2023-05-05 01:01:19.769988,0.3058,0.0343,-11.2959,3.4729,2.0838,3
3422,615.0,2023-05-05 01:01:22.789992,1.4524,0.2765,-563.0865,223.0554,106.7936,3
3522,6.0,2023-05-05 01:01:28.830000,0.688,0.1221,-5.0823,3.0141,1.0419,3
3622,408.0,2023-05-05 01:01:28.830000,2.1403,0.7672,-345.5973,204.956,70.8485,3
3722,318.0,2023-05-05 01:01:31.839996,0.344,0.6962,-255.9043,180.5207,55.2201,3
3822,138.0,2023-05-05 01:01:34.860000,-0.344,0.7015,-104.5034,86.8837,23.9634,3
3922,60.0,2023-05-05 01:01:37.880004,-8.5614,0.1114,-42.3108,41.2461,10.4189,3
4022,720.0,2023-05-05 01:01:37.880004,0.7644,0.1122,-507.7294,494.9537,125.0267,3
4122,567.0,2023-05-05 01:01:40.900008,0.8026,0.9866,-367.8763,420.0737,98.4585,3
4222,261.0,2023-05-05 01:01:43.910004,-0.9173,0.9062,-153.5385,206.1379,45.3222,3
4322,207.0,2023-05-05 01:01:46.930008,-1.2231,0.5508,-108.479,172.5956,35.9452,3
4422,114.0,2023-05-05 01:01:49.950012,-0.1147,0.5685,-52.0481,99.4742,19.7959,3
4522,63.0,2023-05-05 01:01:52.960008,-8.2174,0.0522,-24.3318,57.0726,10.9398,3
4622,690.0,2023-05-05 01:01:52.960008,-0.4204,0.0506,-266.4908,625.0812,119.8172,3
4722,594.0,2023-05-05 01:01:55.980012,-1.7199,0.0544,-186.1964,554.5517,103.147,3
4822,9.0,2023-05-05 01:02:02.019984,0.1911,0.1234,-1.4644,8.7415,1.5628,3
4922,60.0,2023-05-05 01:02:05.030016,7.109,0.0964,-5.1294,58.8654,10.4189,3
5022,75.0,2023-05-05 01:02:08.049984,-7.8734,0.0198,-0.5801,73.8583,13.0236,3
5122,213.0,2023-05-05 01:02:11.069988,-2.2932,0.4903,14.9611,209.2298,36.9871,3
5222,30.0,2023-05-05 01:02:17.099988,-0.8791,0.0853,6.7163,28.7707,5.2094,3
5322,210.0,2023-05-05 01:02:20.119992,-1.5288,0.4028,62.7394,197.0634,36.4661,3
5422,786.0,2023-05-05 01:02:23.139996,-0.8791,0.02,292.3459,716.7294,136.4875,3
5522,207.0,2023-05-05 01:02:29.169996,-4.2042,0.8203,105.785,174.2598,35.9452,3
5622,87.0,2023-05-05 01:02:32.190000,-3.1723,0.8343,50.106,69.4993,15.1074,3
5722,39.0,2023-05-05 01:02:35.199996,-4.51,0.2965,24.8518,29.2835,6.7723,3
5822,18.0,2023-05-05 01:02:38.220000,-0.3058,0.1419,12.4995,12.5695,3.1257,3
5922,783.0,2023-05-05 01:02:38.220000,-3.0576,0.463,543.7284,546.7737,135.9665,3
6022,807.0,2023-05-05 01:02:41.240004,-3.5163,0.213,603.062,517.6174,140.1341,3
6122,708.0,2023-05-05 01:02:44.250000,-3.7838,0.1399,563.2943,410.9119,122.9429,3
6222,474.0,2023-05-05 01:02:47.270004,-3.5927,0.3722,397.7132,244.3878,82.3092,3
6322,372.0,2023-05-05 01:02:50.290008,-4.0514,0.5564,326.3318,166.4896,64.5971,3
6422,153.0,2023-05-05 01:02:53.310012,-3.7074,0.5233,139.196,57.6853,26.5682,3
6522,165.0,2023-05-05 01:02:56.320008,-4.166,0.1496,154.5491,50.1862,28.6519,3
6622,582.0,2023-05-05 01:02:56.320008,-4.0514,0.8766,545.1367,177.0205,101.0632,3
6722,165.0,2023-05-05 01:03:02.360016,-3.9749,0.5874,160.5237,25.2235,28.6519,3
6822,111.0,2023-05-05 01:03:05.379984,-3.0194,0.4231,108.9915,8.3864,19.2749,3
6922,1254.0,2023-05-05 01:03:05.379984,-8.2938,0.0214,1231.3092,94.7441,217.7548,3
7022,315.0,2023-05-05 01:03:08.390016,-3.3634,0.2751,310.2135,-0.758,54.6992,3
7122,180.0,2023-05-05 01:03:11.409984,-3.3634,0.5851,176.6794,-14.4015,31.2567,3
7222,36.0,2023-05-05 01:03:14.429988,-2.5225,0.0273,34.998,-5.6622,6.2513,3
7322,348.0,2023-05-05 01:03:14.429988,-2.4843,0.5417,338.3141,-54.7343,60.4296,3
7422,183.0,2023-05-05 01:03:17.439984,-2.4079,0.2689,175.0775,-42.744,31.7776,3
7522,753.0,2023-05-05 01:03:17.439984,-2.0639,0.0789,720.4008,-175.8812,130.7571,3
7622,297.0,2023-05-05 01:03:20.610000,-1.8728,0.2746,277.4056,-92.7109,51.5735,3
7722,165.0,2023-05-05 01:03:23.630004,-1.8346,0.2924,149.5648,-63.5173,28.6519,3
7822,744.0,2023-05-05 01:03:23.630004,-2.5225,0.0541,674.4011,-286.4052,129.1942,3
7922,297.0,2023-05-05 01:03:26.650008,-1.3759,0.1824,259.3692,-135.1917,51.5735,3
8022,96.0,2023-05-05 01:03:29.660004,-1.9875,0.4678,80.132,-50.1693,16.6702,3
8122,396.0,2023-05-05 01:03:29.660004,0.0,0.2563,330.5446,-206.9485,68.7647,3
8222,201.0,2023-05-05 01:03:32.680008,-0.9555,0.2179,158.956,-117.9651,34.9033,3
8322,33.0,2023-05-05 01:03:35.700012,-1.0702,0.0272,24.4861,-21.3681,5.7304,3
8422,345.0,2023-05-05 01:03:35.700012,-0.0382,0.3043,255.9907,-223.3936,59.9086,3
8522,177.0,2023-05-05 01:03:38.710008,-0.0382,0.1881,121.8503,-124.6468,30.7357,3
8622,624.0,2023-05-05 01:03:38.710008,-0.9937,0.1753,429.5738,-439.4328,108.3565,3
8722,279.0,2023-05-05 01:03:41.730012,0.0,0.2052,175.9511,-211.0332,48.4478,3
8822,117.0,2023-05-05 01:03:44.750016,0.0,0.562,66.5658,-94.049,20.3168,3
8922,594.0,2023-05-05 01:03:44.750016,-0.3058,0.2832,337.9494,-477.4797,103.147,3
9022,285.0,2023-05-05 01:03:47.769984,0.9937,0.3801,143.5889,-241.1597,49.4897,3
9122,171.0,2023-05-05 01:03:50.780016,1.1848,0.2575,74.456,-151.0483,29.6938,3
9222,81.0,2023-05-05 01:03:53.799984,-1.567,0.2168,29.5074,-74.1112,14.0655,3
9322,381.0,2023-05-05 01:03:53.799984,1.7964,0.2049,138.7942,-348.5972,66.16,3
9422,261.0,2023-05-05 01:03:56.819988,2.0257,0.4542,75.9216,-245.5663,45.3222,3
9522,84.0,2023-05-05 01:03:59.839992,0.6115,0.3593,18.102,-80.719,14.5864,3
9622,384.0,2023-05-05 01:03:59.839992,2.3314,0.1919,82.752,-369.001,66.6809,3
9722,198.0,2023-05-05 01:04:02.849988,2.5608,0.198,27.542,-193.037,34.3823,3
9822,654.0,2023-05-05 01:04:02.849988,1.1084,0.1639,90.972,-637.6071,113.5659,3
9922,294.0,2023-05-05 01:04:05.869992,3.0576,0.5513,18.1295,-288.9653,51.0526,3
10022,108.0,2023-05-05 01:04:08.889996,2.1403,0.8854,-1.7263,-106.3452,18.754,3
10122,408.0,2023-05-05 01:04:08.889996,3.4781,0.4738,-6.5216,-401.7486,70.8485,3
10222,213.0,2023-05-05 01:04:11.910000,3.2105,0.2181,-19.9957,-208.8088,36.9871,3
10322,120.0,2023-05-05 01:04:14.919996,2.5225,0.785,-20.5009,-116.3851,20.8378,3
10422,99.0,2023-05-05 01:04:17.940000,2.1021,0.9978,-24.4605,-94.3777,17.1912,3
10522,663.0,2023-05-05 01:04:17.940000,2.7137,0.1953,-163.811,-632.0446,115.1287,3
10622,657.0,2023-05-05 01:04:20.960004,3.5927,0.6152,-211.2892,-611.5473,114.0869,3
10722,273.0,2023-05-05 01:04:23.970000,3.5545,0.6789,-107.5488,-246.404,47.406,3
10822,195.0,2023-05-05 01:04:26.990004,3.3634,0.6779,-90.4815,-169.3857,33.8614,3
10922,138.0,2023-05-05 01:04:30.010008,3.1723,0.9088,-73.3007,-114.4411,23.9634,3
11022,144.0,2023-05-05 01:04:33.030012,3.5927,0.9661,-85.6804,-113.0026,25.0053,3
11122,147.0,2023-05-05 01:04:36.040008,3.3252,0.8298,-96.3032,-108.0884,25.5263,3
11222,114.0,2023-05-05 01:04:39.060012,2.4079,0.4034,-81.0713,-77.6631,19.7959,3
11322,15.0,2023-05-05 01:04:42.080016,-0.9937,0.2038,-11.441,-9.3444,2.6047,3
11422,333.0,2023-05-05 01:04:42.080016,4.2425,0.7846,-253.9913,-207.4457,57.8248,3
11522,144.0,2023-05-05 01:04:45.099984,2.8283,0.5745,-116.562,-80.7715,25.0053,3
11622,690.0,2023-05-05 01:04:45.099984,3.1341,0.9684,-558.5261,-387.0303,119.8172,3
11722,225.0,2023-05-05 01:04:48.110016,3.822,0.5855,-191.527,-111.4266,39.0708,3
11822,525.0,2023-05-05 01:04:48.110016,3.7456,0.6039,-446.8963,-259.9954,91.1653,3
11922,237.0,2023-05-05 01:04:51.129984,3.7838,0.5764,-210.3991,-101.0322,41.1546,3
12022,57.0,2023-05-05 01:04:54.149988,-8.141,0.1098,-52.3634,-20.2264,9.8979,3
12122,372.0,2023-05-05 01:04:54.149988,2.255,0.6294,-341.7401,-132.0036,64.5971,3
12222,216.0,2023-05-05 01:04:57.159984,2.255,0.3038,-203.8635,-60.7356,37.508,3
12322,867.0,2023-05-05 01:04:57.159984,3.5163,0.1205,-818.2855,-243.786,150.553,3
12422,540.0,2023-05-05 01:05:00.189996,2.9812,0.8341,-520.0785,-111.0205,93.77,3
12522,78.0,2023-05-05 01:05:03.210000,-1.4906,0.02,-76.1526,-10.0662,13.5446,3
12622,603.0,2023-05-05 01:05:03.210000,3.4398,0.1207,-588.718,-77.8198,104.7099,3
12722,261.0,2023-05-05 01:05:06.230004,2.255,0.8689,-256.6826,-13.4522,45.3222,3
12822,159.0,2023-05-05 01:05:09.250008,2.5225,0.3422,-156.5279,4.2082,27.6101,3
12922,108.0,2023-05-05 01:05:12.260004,1.7199,0.3224,-105.761,11.2652,18.754,3
13022,42.0,2023-05-05 01:05:15.280008,-6.1535,0.3929,-40.6561,7.6086,7.2932,3
13122,615.0,2023-05-05 01:05:15.280008,2.255,0.0882,-595.3214,111.4114,106.7936,3
13222,549.0,2023-05-05 01:05:18.290004,1.567,0.6469,-521.9427,141.0264,95.3328,3
13322,531.0,2023-05-05 01:05:21.400008,0.9555,0.8253,-492.0793,176.9655,92.2072,3
13422,315.0,2023-05-05 01:05:24.410004,0.7262,0.9959,-282.7082,127.707,54.6992,3
13522,231.0,2023-05-05 01:05:27.430008,1.3377,0.7124,-199.2941,109.6988,40.1127,3
13622,225.0,2023-05-05 01:05:30.450012,1.2995,0.527,-185.0722,121.8473,39.0708,3
13722,162.0,2023-05-05 01:05:33.470016,0.8408,0.3212,-125.9067,97.9804,28.131,3
13822,21.0,2023-05-05 01:05:36.480012,-0.1911,0.1304,-15.2647,13.9532,3.6466,3
13922,564.0,2023-05-05 01:05:36.480012,0.4204,0.5017,-409.9653,374.7435,97.9376,3
14022,258.0,2023-05-05 01:05:39.500016,0.3822,0.4734,-173.4121,185.7016,44.8012,3
14122,216.0,2023-05-05 01:05:42.519984,0.0,0.2513,-132.4785,166.429,37.508,3
14222,96.0,2023-05-05 01:05:45.539988,0.5733,0.371,-52.8533,78.3877,16.6702,3
14322,6.0,2023-05-05 01:05:48.549984,0.6115,0.1221,-2.9061,5.1448,1.0419,3
14422,597.0,2023-05-05 01:05:48.549984,-1.3377,0.3102,-289.1534,511.9104,103.668,3
14522,282.0,2023-05-05 01:05:51.569988,-0.4204,0.4355,-117.0602,251.8392,48.9688,3
14622,231.0,2023-05-05 01:05:54.589992,-0.9555,0.5153,-79.2596,213.2367,40.1127,3
14722,228.0,2023-05-05 01:05:57.609996,-0.8026,0.6683,-61.363,215.9886,39.5918,3
14822,288.0,2023-05-05 01:06:00.619992,-0.9555,0.9409,-55.7693,278.0876,50.0107,3
14922,528.0,2023-05-05 01:06:03.639996,-1.9492,0.3125,-61.6576,516.31,91.6862,3
15022,558.0,2023-05-05 01:06:06.660000,-2.1021,0.1247,-21.9575,549.0839,96.8957,3
90,360.0,2023-05-05 01:13:06.229992,-1.9875,0.671,-0.0,354.5308,62.5133,4
190,264.0,2023-05-05 01:13:09.400008,-2.0257,0.9825,0.0,259.9892,45.8431,4
290,174.0,2023-05-05 01:13:12.420012,-1.7581,0.6382,12.8779,170.872,30.2148,4
390,168.0,2023-05-05 01:13:15.440016,-1.6053,0.5976,25.3968,163.4868,29.1729,4
490,144.0,2023-05-05 01:13:18.459984,-1.2613,0.6666,32.7925,137.9688,25.0053,4
590,57.0,2023-05-05 01:13:21.479988,-7.7587,0.1931,17.2532,53.4168,9.8979,4
690,12.0,2023-05-05 01:13:24.499992,0.0,0.1283,4.5167,10.9205,2.0838,4
790,42.0,2023-05-05 01:13:27.670008,-3.0959,0.1642,18.9065,36.788,7.2932,4
890,81.0,2023-05-05 01:13:30.699984,-1.8346,0.2196,41.9521,67.8468,14.0655,4
990,63.0,2023-05-05 01:13:33.719988,-8.1027,0.039,36.704,50.0213,10.9398,4
1090,636.0,2023-05-05 01:13:33.719988,-4.5482,0.2972,370.5358,504.9774,110.4402,4
1190,330.0,2023-05-05 01:13:36.729984,-4.0896,0.99,212.31,246.0503,57.3039,4
1290,177.0,2023-05-05 01:13:39.749988,-3.1723,0.8003,123.9643,122.5445,30.7357,4
1390,33.0,2023-05-05 01:13:42.769992,-1.6435,0.0745,24.8406,20.9548,5.7304,4
1490,600.0,2023-05-05 01:13:42.769992,-4.7776,0.4583,451.648,380.997,104.1889,4
1590,222.0,2023-05-05 01:13:45.779988,-5.3126,0.6191,177.7216,127.33,38.5499,4
1690,168.0,2023-05-05 01:13:48.799992,-4.7393,0.696,141.6823,85.4345,29.1729,4
1790,156.0,2023-05-05 01:13:51.819996,-4.7776,0.7198,137.4169,68.6933,27.0891,4
1890,141.0,2023-05-05 01:13:54.840000,-4.3571,0.7493,128.7286,52.062,24.4844,4
